drug,reaction,a,b,c,d,ROR,PRR
AMLODIPINE,DRUG ABUSE,1,24,3,4972,69.06,66.33
AMLODIPINE,DRUG INTERACTION,1,24,12,4963,17.23,16.58
AMLODIPINE,DYSPNOEA,1,24,59,4916,3.47,3.37
AMLODIPINE,FALL,1,24,51,4924,4.02,3.9
AMLODIPINE,HYPOTENSION,1,24,25,4950,8.25,7.96
AMLODIPINE,MOBILITY DECREASED,1,24,11,4964,18.8,18.09
AMLODIPINE,MULTIPLE DRUG THERAPY,1,24,2,4973,103.6,99.5
AMLODIPINE,ORTHOSTATIC HYPOTENSION,1,24,1,4974,207.25,199.0
AMLODIPINE,OVERDOSE,1,24,8,4967,25.87,24.88
AMLODIPINE,PAIN,1,24,61,4914,3.36,3.26
AMLODIPINE,PRODUCT USE IN UNAPPROVED INDICATION,1,24,19,4956,10.87,10.47
AMLODIPINE,RENAL FUNCTION TEST ABNORMAL,1,24,1,4974,207.25,199.0
AMLODIPINE,SEDATION,1,24,2,4973,103.6,99.5
AMLODIPINE,SEDATION COMPLICATION,1,24,1,4974,207.25,199.0
AMLODIPINE,TOXICITY TO VARIOUS AGENTS,1,24,10,4965,20.69,19.9
AMOXICILLIN\CLAVULANIC ACID,DRUG-INDUCED LIVER INJURY,1,0,2,4997,,2499.5
AMPYRA,CONSTIPATION,1,6,13,4980,63.85,54.87
AMPYRA,DIZZINESS,1,6,38,4955,21.73,18.77
AMPYRA,DYSKINESIA,1,6,3,4990,277.22,237.76
AMPYRA,MOVEMENT DISORDER,1,6,5,4988,166.27,142.66
AMPYRA,SENSORY LEVEL ABNORMAL,1,6,0,4993,,
AMPYRA,THERAPEUTIC RESPONSE UNEXPECTED,1,6,3,4990,277.22,237.76
AMPYRA,THERAPY CESSATION,1,6,1,4992,832.0,713.29
ANASTROZOLE,BREAST CANCER,1,4,2,4993,624.13,499.5
ANASTROZOLE,DEATH,1,4,3,4992,416.0,333.0
ANASTROZOLE,DISEASE PROGRESSION,1,4,0,4995,,
ANASTROZOLE,MALIGNANT NEOPLASM PROGRESSION,1,4,9,4986,138.5,111.0
ANASTROZOLE,THERAPEUTIC RESPONSE DECREASED,1,4,13,4982,95.81,76.85
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,ASPERGILLUS INFECTION,1,9,4,4986,138.5,124.75
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,COMA,1,9,3,4987,184.7,166.33
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,GASTROOESOPHAGEAL REFLUX DISEASE,1,9,8,4982,69.19,62.38
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,PNEUMONIA ASPIRATION,1,9,1,4989,554.33,499.0
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,PNEUMOTHORAX,1,9,4,4986,138.5,124.75
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,PULMONARY MASS,1,9,4,4986,138.5,124.75
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,SOMNOLENCE,1,9,11,4979,50.29,45.36
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,TREATMENT FAILURE,1,9,13,4977,42.54,38.38
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,UNDERDOSE,1,9,3,4987,184.7,166.33
AVASTIN,ANAL CYST,1,12,0,4987,,
AVASTIN,ANAL ULCER,1,12,0,4987,,
AVASTIN,BLOOD POTASSIUM INCREASED,1,12,0,4987,,
AVASTIN,COVID-19,1,12,18,4969,23.0,21.31
AVASTIN,ENTERITIS,1,12,1,4986,415.5,383.62
AVASTIN,GASTROENTERITIS RADIATION,1,12,0,4987,,
AVASTIN,HYPERTENSION,1,12,26,4961,15.9,14.75
AVASTIN,INCISION SITE ULCER,1,12,0,4987,,
AVASTIN,NASOPHARYNGITIS,1,12,59,4928,6.96,6.5
AVASTIN,POSTOPERATIVE WOUND INFECTION,1,12,3,4984,138.44,127.87
AVASTIN,TONSILLAR INFLAMMATION,1,12,0,4987,,
AVASTIN,TOOTH EXTRACTION,1,12,0,4987,,
AVASTIN,TOOTHACHE,1,12,3,4984,138.44,127.87
AVONEX,ABDOMINAL PAIN UPPER,1,45,15,4939,7.32,7.18
AVONEX,ANXIETY,1,45,16,4938,6.86,6.73
AVONEX,BACK PAIN,1,45,26,4928,4.21,4.14
AVONEX,BLINDNESS UNILATERAL,1,45,3,4951,36.67,35.9
AVONEX,BONE NEOPLASM,1,45,0,4954,,
AVONEX,CELLULITIS,1,45,7,4947,15.7,15.39
AVONEX,CLAUSTROPHOBIA,1,45,0,4954,,
AVONEX,COGNITIVE DISORDER,1,45,5,4949,22.0,21.54
AVONEX,CONFUSIONAL STATE,1,45,7,4947,15.7,15.39
AVONEX,DIARRHOEA,1,45,42,4912,2.6,2.56
AVONEX,DIZZINESS,1,45,38,4916,2.87,2.83
AVONEX,DYSPHEMIA,1,45,0,4954,,
AVONEX,EMOTIONAL DISORDER,1,45,4,4950,27.5,26.92
AVONEX,FEAR,1,45,2,4952,55.02,53.85
AVONEX,FOOT FRACTURE,1,45,3,4951,36.67,35.9
AVONEX,GENERAL PHYSICAL HEALTH DETERIORATION,1,45,7,4947,15.7,15.39
AVONEX,HEADACHE,1,45,50,4904,2.18,2.15
AVONEX,HEMIPARESIS,1,45,0,4954,,
AVONEX,HEPATIC NEOPLASM,1,45,0,4954,,
AVONEX,HYPERTENSION,1,45,26,4928,4.21,4.14
AVONEX,HYPOAESTHESIA,1,45,12,4942,9.15,8.97
AVONEX,INFLUENZA LIKE ILLNESS,2,44,4,4950,56.25,53.85
AVONEX,INJECTION SITE BRUISING,2,44,5,4949,44.99,43.08
AVONEX,INJECTION SITE CELLULITIS,1,45,0,4954,,
AVONEX,INJECTION SITE HAEMORRHAGE,2,44,5,4949,44.99,43.08
AVONEX,INJECTION SITE PAIN,1,45,14,4940,7.84,7.69
AVONEX,LOCALISED INFECTION,1,45,6,4948,18.33,17.95
AVONEX,MEMORY IMPAIRMENT,1,45,14,4940,7.84,7.69
AVONEX,MULTIPLE SCLEROSIS,2,44,3,4951,75.02,71.8
AVONEX,MULTIPLE SCLEROSIS RELAPSE,1,45,3,4951,36.67,35.9
AVONEX,NASOPHARYNGITIS,1,45,59,4895,1.84,1.83
AVONEX,PAIN IN EXTREMITY,1,45,39,4915,2.8,2.76
AVONEX,PARAESTHESIA,1,45,15,4939,7.32,7.18
AVONEX,POOR VENOUS ACCESS,1,45,2,4952,55.02,53.85
AVONEX,PYREXIA,1,45,34,4920,3.22,3.17
AVONEX,RETCHING,1,45,1,4953,110.07,107.7
AVONEX,SENSORY DISTURBANCE,1,45,0,4954,,
AVONEX,STRESS AT WORK,1,45,0,4954,,
AVONEX,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,1,45,0,4954,,
AVONEX,TRANSITIONAL CELL CARCINOMA,1,45,0,4954,,
AVONEX,VISION BLURRED,1,45,12,4942,9.15,8.97
BELSOMRA,AMNESIA,2,16,3,4979,207.46,184.52
BELSOMRA,ANXIETY,2,16,15,4967,41.39,36.9
BELSOMRA,DISSOCIATION,1,17,0,4982,,
BELSOMRA,FATIGUE,2,16,82,4900,7.47,6.75
BELSOMRA,FEELING ABNORMAL,1,17,23,4959,12.68,12.03
BELSOMRA,HANGOVER,1,17,0,4982,,
BELSOMRA,INSOMNIA,1,17,34,4948,8.56,8.14
BELSOMRA,INTENTIONAL PRODUCT MISUSE,1,17,8,4974,36.57,34.6
BELSOMRA,INTENTIONAL PRODUCT USE ISSUE,1,17,4,4978,73.21,69.19
BELSOMRA,SOMNOLENCE,2,16,10,4972,62.15,55.36
BELSOMRA,THERAPEUTIC PRODUCT EFFECT DECREASED,2,16,14,4968,44.36,39.54
BELSOMRA,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,2,16,18,4964,34.47,30.75
BENEFIX,CHEST PAIN,1,19,12,4968,21.79,20.75
BENEFIX,DYSPNOEA,1,19,59,4921,4.39,4.22
BENEFIX,EAR SWELLING,1,19,1,4979,262.05,249.0
BENEFIX,EPISTAXIS,1,19,4,4976,65.47,62.25
BENEFIX,EXTERNAL EAR PAIN,1,19,0,4980,,
BENEFIX,FATIGUE,1,19,83,4897,3.11,3.0
BENEFIX,GASTROINTESTINAL HAEMORRHAGE,1,19,5,4975,52.37,49.8
BENEFIX,HAEMARTHROSIS,1,19,1,4979,262.05,249.0
BENEFIX,HAEMATOMA,1,19,2,4978,131.0,124.5
BENEFIX,HAEMORRHAGE,4,16,9,4971,138.08,110.67
BENEFIX,HYPERTENSION,1,19,26,4954,10.03,9.58
BENEFIX,INJURY,1,19,4,4976,65.47,62.25
BENEFIX,PAIN IN EXTREMITY,1,19,39,4941,6.67,6.38
BENEFIX,PRODUCT PRESCRIBING ISSUE,1,19,0,4980,,
BENEFIX,RECTAL HAEMORRHAGE,1,19,3,4977,87.32,83.0
BENEFIX,SKIN DISCOLOURATION,1,19,1,4979,262.05,249.0
BENEFIX,SWELLING,1,19,10,4970,26.16,24.9
BOSULIF,CHRONIC KIDNEY DISEASE,1,6,0,4993,,
BOSULIF,DIARRHOEA,1,6,42,4951,19.65,16.98
BOSULIF,HYPERTENSION,1,6,26,4967,31.84,27.43
BOSULIF,NAUSEA,1,6,49,4944,16.82,14.56
BOSULIF,VOMITING,1,6,36,4957,22.95,19.81
BOSULIF,WEIGHT DECREASED,1,6,61,4932,13.48,11.69
BUPIVACAINE,MYELOPATHY,1,0,1,4998,,4999.0
BUPIVACAINE HYDROCHLORIDE,BRACHIAL PLEXOPATHY,1,6,0,4993,,
BUPIVACAINE HYDROCHLORIDE,DEVICE PLACEMENT ISSUE,1,6,0,4993,,
BUPIVACAINE HYDROCHLORIDE,HORNER'S SYNDROME,1,6,0,4993,,
BUPIVACAINE HYDROCHLORIDE,HYPOAESTHESIA,1,6,12,4981,69.18,59.44
BUPIVACAINE HYDROCHLORIDE,HYPOTENSION,1,6,25,4968,33.12,28.53
BUPIVACAINE HYDROCHLORIDE,MUSCULAR WEAKNESS,1,6,11,4982,75.48,64.84
BUPIVACAINE HYDROCHLORIDE,PARAESTHESIA,1,6,15,4978,55.31,47.55
CAPECITABINE,ACUTE PROMYELOCYTIC LEUKAEMIA,1,7,0,4992,,
CAPECITABINE,HYPOKALAEMIA,1,7,2,4990,356.43,312.0
CAPECITABINE,MYELOFIBROSIS,1,7,0,4992,,
CAPECITABINE,NEUTROPENIA,1,7,3,4989,237.57,208.0
CAPECITABINE,PANCYTOPENIA,1,7,0,4992,,
CAPECITABINE,PYREXIA,1,7,34,4958,20.83,18.35
CAPECITABINE,SECOND PRIMARY MALIGNANCY,1,7,0,4992,,
CAPECITABINE,TERMINAL ILEITIS,1,7,0,4992,,
CARBAMAZEPINE,ACCIDENTAL OVERDOSE,1,6,3,4990,277.22,237.76
CARBAMAZEPINE,BRAIN OEDEMA,1,6,4,4989,207.88,178.32
CARBAMAZEPINE,DRUG ABUSE,1,6,3,4990,277.22,237.76
CARBAMAZEPINE,DRUG INTERACTION,1,6,12,4981,69.18,59.44
CARBAMAZEPINE,DRUG TOLERANCE,1,6,4,4989,207.88,178.32
CARBAMAZEPINE,PULMONARY OEDEMA,1,6,9,4984,92.3,79.25
CARBAMAZEPINE,TOXICITY TO VARIOUS AGENTS,1,6,10,4983,83.05,71.33
CARBIDOPA\LEVODOPA,DRUG INEFFECTIVE,1,7,64,4928,11.0,9.75
CARBIDOPA\LEVODOPA,DYSKINESIA,1,7,3,4989,237.57,208.0
CARBIDOPA\LEVODOPA,EXCESSIVE GRANULATION TISSUE,1,7,0,4992,,
CARBIDOPA\LEVODOPA,PERITONITIS,1,7,2,4990,356.43,312.0
CARBIDOPA\LEVODOPA,PNEUMONIA,1,7,47,4945,15.03,13.28
CARBIDOPA\LEVODOPA,STOMA SITE HYPERGRANULATION,1,7,0,4992,,
CARBIDOPA\LEVODOPA,STOMA SITE PAIN,1,7,0,4992,,
CARBIDOPA\LEVODOPA,WRONG TECHNIQUE IN DEVICE USAGE PROCESS,1,7,0,4992,,
CARVEDILOL,ANAEMIA,2,23,12,4963,35.96,33.17
CARVEDILOL,ANGINA PECTORIS,2,23,5,4970,86.43,79.6
CARVEDILOL,CARDIAC FAILURE,2,23,4,4971,108.07,99.5
CARVEDILOL,CONTUSION,2,23,17,4958,25.36,23.41
CARVEDILOL,DRUG INTERACTION,2,23,11,4964,39.24,36.18
CARVEDILOL,FLUID RETENTION,2,23,6,4969,72.01,66.33
CARVEDILOL,HYPOTENSION,2,23,24,4951,17.94,16.58
CARVEDILOL,OEDEMA PERIPHERAL,2,23,11,4964,39.24,36.18
CARVEDILOL,PRESYNCOPE,2,23,5,4970,86.43,79.6
CARVEDILOL,PSORIASIS,2,23,9,4966,47.98,44.22
CARVEDILOL,PULMONARY OEDEMA,2,23,8,4967,53.99,49.75
CARVEDILOL,VENTRICULAR DYSFUNCTION,2,23,3,4972,144.12,132.67
CASPOFUNGIN ACETATE,TREATMENT FAILURE,1,0,13,4986,,384.54
CAVERJECT,ARTHROPATHY,1,4,17,4978,73.21,58.76
CAVERJECT,BACK DISORDER,1,4,3,4992,416.0,333.0
CAVERJECT,DRUG INEFFECTIVE,1,4,64,4931,19.26,15.61
CAVERJECT,ILLNESS,1,4,36,4959,34.44,27.75
CAVERJECT,PRODUCT PRESCRIBING ERROR,1,4,5,4990,249.5,199.8
CERTOLIZUMAB PEGOL,MATERNAL EXPOSURE BEFORE PREGNANCY,1,3,0,4996,,
CERTOLIZUMAB PEGOL,MATERNAL EXPOSURE DURING PREGNANCY,1,3,5,4991,332.73,249.8
CERTOLIZUMAB PEGOL,SINUSITIS,1,3,23,4973,72.07,54.3
CERTOLIZUMAB PEGOL,VIRAL INFECTION,1,3,7,4989,237.57,178.43
CIMZIA,ABDOMINAL DISCOMFORT,1,144,10,4845,3.36,3.35
CIMZIA,ABDOMINAL PAIN,1,144,26,4829,1.29,1.29
CIMZIA,ABDOMINAL PAIN UPPER,1,144,15,4840,2.24,2.23
CIMZIA,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,1,144,0,4855,,
CIMZIA,ADVERSE DRUG REACTION,1,144,1,4854,33.71,33.48
CIMZIA,ADVERSE EVENT,1,144,0,4855,,
CIMZIA,ALOPECIA,1,144,15,4840,2.24,2.23
CIMZIA,AMNESIA,1,144,4,4851,8.42,8.37
CIMZIA,ANTI-CYCLIC CITRULLINATED PEPTIDE ANTIBODY POSITIVE,1,144,0,4855,,
CIMZIA,ARTHRALGIA,1,144,51,4804,0.65,0.66
CIMZIA,ARTHROPATHY,1,144,17,4838,1.98,1.97
CIMZIA,ASTHENIA,1,144,32,4823,1.05,1.05
CIMZIA,ASTHMA,1,144,47,4808,0.71,0.71
CIMZIA,AUTOIMMUNE DISORDER,1,144,0,4855,,
CIMZIA,BLISTER,1,144,4,4851,8.42,8.37
CIMZIA,BLOOD CHOLESTEROL INCREASED,1,144,8,4847,4.21,4.19
CIMZIA,BREAST CANCER STAGE III,1,144,0,4855,,
CIMZIA,BURSITIS,1,144,0,4855,,
CIMZIA,C-REACTIVE PROTEIN ABNORMAL,1,144,5,4850,6.74,6.7
CIMZIA,CHEST PAIN,1,144,12,4843,2.8,2.79
CIMZIA,COLITIS ULCERATIVE,1,144,4,4851,8.42,8.37
CIMZIA,CONDITION AGGRAVATED,1,144,35,4820,0.96,0.96
CIMZIA,CONFUSIONAL STATE,1,144,7,4848,4.81,4.78
CIMZIA,CONTRAINDICATED PRODUCT ADMINISTERED,1,144,7,4848,4.81,4.78
CIMZIA,CONTUSION,1,144,18,4837,1.87,1.86
CIMZIA,DECREASED APPETITE,1,144,16,4839,2.1,2.09
CIMZIA,DEEP VEIN THROMBOSIS POSTOPERATIVE,1,144,0,4855,,
CIMZIA,DELIRIUM,1,144,0,4855,,
CIMZIA,DEPRESSION,1,144,11,4844,3.06,3.04
CIMZIA,DIARRHOEA,1,144,42,4813,0.8,0.8
CIMZIA,DISABILITY,1,144,1,4854,33.71,33.48
CIMZIA,DISCOMFORT,1,144,12,4843,2.8,2.79
CIMZIA,DISLOCATION OF VERTEBRA,1,144,0,4855,,
CIMZIA,DIZZINESS,1,144,38,4817,0.88,0.88
CIMZIA,DRUG HYPERSENSITIVITY,1,144,36,4819,0.93,0.93
CIMZIA,DRUG INEFFECTIVE,1,144,64,4791,0.52,0.52
CIMZIA,DRUG INTOLERANCE,1,144,14,4841,2.4,2.39
CIMZIA,DRUG TOLERANCE DECREASED,1,144,2,4853,16.85,16.74
CIMZIA,DRY MOUTH,1,144,7,4848,4.81,4.78
CIMZIA,DUODENAL ULCER PERFORATION,1,144,1,4854,33.71,33.48
CIMZIA,DYSPNOEA,1,144,59,4796,0.56,0.57
CIMZIA,FACET JOINT SYNDROME,1,144,0,4855,,
CIMZIA,FATIGUE,1,144,83,4772,0.4,0.4
CIMZIA,FEELING HOT,1,144,7,4848,4.81,4.78
CIMZIA,FIBROMYALGIA,1,144,2,4853,16.85,16.74
CIMZIA,FOLLICULITIS,1,144,3,4852,11.23,11.16
CIMZIA,FREQUENT BOWEL MOVEMENTS,1,144,2,4853,16.85,16.74
CIMZIA,GAIT DISTURBANCE,1,144,20,4835,1.68,1.67
CIMZIA,GAIT INABILITY,1,144,6,4849,5.61,5.58
CIMZIA,GASTROINTESTINAL DISORDER,1,144,17,4838,1.98,1.97
CIMZIA,GENERAL PHYSICAL HEALTH DETERIORATION,1,144,7,4848,4.81,4.78
CIMZIA,GLOSSODYNIA,1,144,2,4853,16.85,16.74
CIMZIA,GRIP STRENGTH DECREASED,1,144,3,4852,11.23,11.16
CIMZIA,HAND DEFORMITY,1,144,1,4854,33.71,33.48
CIMZIA,HEADACHE,1,144,50,4805,0.67,0.67
CIMZIA,HELICOBACTER INFECTION,1,144,2,4853,16.85,16.74
CIMZIA,HEPATIC ENZYME INCREASED,1,144,11,4844,3.06,3.04
CIMZIA,HIP ARTHROPLASTY,1,144,1,4854,33.71,33.48
CIMZIA,HYPERSENSITIVITY,1,144,25,4830,1.34,1.34
CIMZIA,HYPERTENSION,1,144,26,4829,1.29,1.29
CIMZIA,ILL-DEFINED DISORDER,1,144,6,4849,5.61,5.58
CIMZIA,IMPAIRED HEALING,1,144,4,4851,8.42,8.37
CIMZIA,INFECTION,1,144,13,4842,2.59,2.58
CIMZIA,INFLAMMATION,1,144,12,4843,2.8,2.79
CIMZIA,INFUSION RELATED REACTION,1,144,12,4843,2.8,2.79
CIMZIA,INJURY,1,144,4,4851,8.42,8.37
CIMZIA,INSOMNIA,1,144,34,4821,0.98,0.98
CIMZIA,INTENTIONAL PRODUCT USE ISSUE,1,144,4,4851,8.42,8.37
CIMZIA,IRRITABLE BOWEL SYNDROME,1,144,2,4853,16.85,16.74
CIMZIA,JOINT RANGE OF MOTION DECREASED,1,144,2,4853,16.85,16.74
CIMZIA,JOINT SWELLING,1,144,24,4831,1.4,1.4
CIMZIA,KNEE ARTHROPLASTY,1,144,6,4849,5.61,5.58
CIMZIA,LIP DRY,1,144,1,4854,33.71,33.48
CIMZIA,LIVER DISORDER,1,144,2,4853,16.85,16.74
CIMZIA,LIVER FUNCTION TEST INCREASED,1,144,0,4855,,
CIMZIA,LOWER LIMB FRACTURE,1,144,2,4853,16.85,16.74
CIMZIA,LOWER RESPIRATORY TRACT INFECTION,1,144,13,4842,2.59,2.58
CIMZIA,LUNG DISORDER,1,144,3,4852,11.23,11.16
CIMZIA,MATERNAL EXPOSURE DURING PREGNANCY,1,144,5,4850,6.74,6.7
CIMZIA,MEDICATION ERROR,1,144,3,4852,11.23,11.16
CIMZIA,MEMORY IMPAIRMENT,1,144,14,4841,2.4,2.39
CIMZIA,MOBILITY DECREASED,1,144,11,4844,3.06,3.04
CIMZIA,MUSCLE INJURY,1,144,1,4854,33.71,33.48
CIMZIA,MUSCLE SPASMS,1,144,9,4846,3.74,3.72
CIMZIA,MUSCULAR WEAKNESS,1,144,11,4844,3.06,3.04
CIMZIA,MUSCULOSKELETAL PAIN,1,144,2,4853,16.85,16.74
CIMZIA,MUSCULOSKELETAL STIFFNESS,1,144,12,4843,2.8,2.79
CIMZIA,NASOPHARYNGITIS,1,144,59,4796,0.56,0.57
CIMZIA,NAUSEA,1,144,49,4806,0.68,0.68
CIMZIA,NIGHT SWEATS,1,144,1,4854,33.71,33.48
CIMZIA,OBESITY,1,144,8,4847,4.21,4.19
CIMZIA,OEDEMA,1,144,3,4852,11.23,11.16
CIMZIA,OEDEMA PERIPHERAL,1,144,12,4843,2.8,2.79
CIMZIA,OSTEOARTHRITIS,1,144,14,4841,2.4,2.39
CIMZIA,PAIN,1,144,61,4794,0.55,0.55
CIMZIA,PAIN IN EXTREMITY,1,144,39,4816,0.86,0.86
CIMZIA,PARAESTHESIA,1,144,15,4840,2.24,2.23
CIMZIA,PEMPHIGUS,1,144,2,4853,16.85,16.74
CIMZIA,PERICARDITIS,1,144,2,4853,16.85,16.74
CIMZIA,PERIPHERAL SWELLING,1,144,27,4828,1.24,1.24
CIMZIA,PERIPHERAL VENOUS DISEASE,1,144,0,4855,,
CIMZIA,PNEUMONIA,1,144,47,4808,0.71,0.71
CIMZIA,PORPHYRIA ACUTE,1,144,0,4855,,
CIMZIA,PRESCRIBED OVERDOSE,1,144,1,4854,33.71,33.48
CIMZIA,PRESCRIBED UNDERDOSE,1,144,6,4849,5.61,5.58
CIMZIA,PRODUCT USE IN UNAPPROVED INDICATION,1,144,19,4836,1.77,1.76
CIMZIA,PRODUCT USE ISSUE,1,144,16,4839,2.1,2.09
CIMZIA,PRURITUS,1,144,30,4825,1.12,1.12
CIMZIA,PSORIATIC ARTHROPATHY,1,144,2,4853,16.85,16.74
CIMZIA,PULMONARY FIBROSIS,1,144,6,4849,5.61,5.58
CIMZIA,PYREXIA,1,144,34,4821,0.98,0.98
CIMZIA,RASH,1,144,28,4827,1.2,1.2
CIMZIA,RECTAL HAEMORRHAGE,1,144,3,4852,11.23,11.16
CIMZIA,RHEUMATIC FEVER,1,144,1,4854,33.71,33.48
CIMZIA,RHEUMATOID ARTHRITIS,1,144,30,4825,1.12,1.12
CIMZIA,RHEUMATOID FACTOR POSITIVE,1,144,5,4850,6.74,6.7
CIMZIA,ROAD TRAFFIC ACCIDENT,1,144,5,4850,6.74,6.7
CIMZIA,SERONEGATIVE ARTHRITIS,1,144,0,4855,,
CIMZIA,SINUSITIS,1,144,23,4832,1.46,1.46
CIMZIA,SLEEP DISORDER,1,144,8,4847,4.21,4.19
CIMZIA,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE",1,144,0,4855,,
CIMZIA,SPINAL FUSION SURGERY,1,144,0,4855,,
CIMZIA,SPONDYLITIS,1,144,1,4854,33.71,33.48
CIMZIA,STOMATITIS,1,144,5,4850,6.74,6.7
CIMZIA,SWELLING,1,144,10,4845,3.36,3.35
CIMZIA,SYNOVITIS,1,144,7,4848,4.81,4.78
CIMZIA,SYSTEMIC LUPUS ERYTHEMATOSUS,1,144,2,4853,16.85,16.74
CIMZIA,THERAPEUTIC PRODUCT EFFECT DECREASED,1,144,15,4840,2.24,2.23
CIMZIA,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,1,144,10,4845,3.36,3.35
CIMZIA,THERAPY NON-RESPONDER,1,144,2,4853,16.85,16.74
CIMZIA,THROMBOCYTOPENIA,1,144,6,4849,5.61,5.58
CIMZIA,TREATMENT FAILURE,1,144,13,4842,2.59,2.58
CIMZIA,TREATMENT NONCOMPLIANCE,1,144,1,4854,33.71,33.48
CIMZIA,TYPE 2 DIABETES MELLITUS,1,144,3,4852,11.23,11.16
CIMZIA,UNDERDOSE,1,144,3,4852,11.23,11.16
CIMZIA,URTICARIA,1,144,18,4837,1.87,1.86
CIMZIA,VOMITING,1,144,36,4819,0.93,0.93
CIMZIA,WALKING AID USER,1,144,1,4854,33.71,33.48
CIMZIA,WEIGHT DECREASED,1,144,61,4794,0.55,0.55
CIMZIA,WEIGHT INCREASED,1,144,47,4808,0.71,0.71
CIMZIA,WHEEZING,1,144,27,4828,1.24,1.24
CIMZIA,WOUND,1,144,2,4853,16.85,16.74
CIMZIA,WOUND INFECTION,1,144,1,4854,33.71,33.48
CIMZIA,X-RAY ABNORMAL,1,144,0,4855,,
CISPLATIN,BONE MARROW DISORDER,1,4,0,4995,,
CISPLATIN,CD4 LYMPHOCYTES DECREASED,1,4,0,4995,,
CISPLATIN,DRUG INEFFECTIVE,1,4,64,4931,19.26,15.61
CISPLATIN,ENTERITIS,1,4,1,4994,1248.5,999.0
CISPLATIN,NEUTROPENIC SEPSIS,1,4,0,4995,,
CLOBAZAM,ABDOMINAL PAIN UPPER,1,13,15,4971,25.49,23.74
CLOBAZAM,ABNORMAL SLEEP-RELATED EVENT,1,13,0,4986,,
CLOBAZAM,ALOPECIA,1,13,15,4971,25.49,23.74
CLOBAZAM,AMNESIA,1,13,4,4982,95.81,89.04
CLOBAZAM,EPILEPSY,1,13,1,4985,383.46,356.14
CLOBAZAM,EYE CONTUSION,1,13,0,4986,,
CLOBAZAM,EYE PAIN,1,13,6,4980,63.85,59.36
CLOBAZAM,FALL,1,13,51,4935,7.44,6.98
CLOBAZAM,GINGIVAL BLEEDING,1,13,0,4986,,
CLOBAZAM,GINGIVAL PAIN,1,13,1,4985,383.46,356.14
CLOBAZAM,LIP SWELLING,1,13,1,4985,383.46,356.14
CLOBAZAM,ORAL PAIN,1,13,1,4985,383.46,356.14
CLOBAZAM,SEIZURE,1,13,6,4980,63.85,59.36
CLOBAZAM,SOMNAMBULISM,1,13,0,4986,,
CLONAZEPAM,ACCIDENTAL OVERDOSE,1,4,3,4992,416.0,333.0
CLONAZEPAM,BRAIN OEDEMA,1,4,4,4991,311.94,249.75
CLONAZEPAM,DRUG INTERACTION,1,4,12,4983,103.81,83.25
CLONAZEPAM,PULMONARY OEDEMA,1,4,9,4986,138.5,111.0
CLONAZEPAM,TOXICITY TO VARIOUS AGENTS,1,4,10,4985,124.63,99.9
COSENTYX,ABDOMINAL PAIN,2,82,25,4891,4.77,4.68
COSENTYX,ABDOMINAL PAIN LOWER,1,83,2,4914,29.6,29.26
COSENTYX,ACNE,1,83,6,4910,9.86,9.75
COSENTYX,ARTHRALGIA,1,83,51,4865,1.15,1.15
COSENTYX,ARTHRITIS,1,83,28,4888,2.1,2.09
COSENTYX,ASTHENIA,1,83,32,4884,1.84,1.83
COSENTYX,BURN ORAL CAVITY,1,83,0,4916,,
COSENTYX,CARDIAC ARREST,1,83,3,4913,19.73,19.51
COSENTYX,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,83,11,4905,5.37,5.32
COSENTYX,CHRONIC RESPIRATORY DISEASE,1,83,0,4916,,
COSENTYX,COLITIS ULCERATIVE,1,83,4,4912,14.8,14.63
COSENTYX,CONCOMITANT DISEASE AGGRAVATED,1,83,3,4913,19.73,19.51
COSENTYX,CONDITION AGGRAVATED,1,83,35,4881,1.68,1.67
COSENTYX,COUGH,1,83,54,4862,1.08,1.08
COSENTYX,DECREASED APPETITE,1,83,16,4900,3.69,3.66
COSENTYX,DECREASED IMMUNE RESPONSIVENESS,1,83,1,4915,59.22,58.52
COSENTYX,DEPRESSION,1,83,11,4905,5.37,5.32
COSENTYX,DERMATITIS CONTACT,1,83,0,4916,,
COSENTYX,DEVICE BREAKAGE,1,83,0,4916,,
COSENTYX,DRUG INEFFECTIVE,1,83,64,4852,0.91,0.91
COSENTYX,DRUG INTOLERANCE,1,83,14,4902,4.22,4.18
COSENTYX,DYSPNOEA,1,83,59,4857,0.99,0.99
COSENTYX,ENTEROCOCCAL INFECTION,1,83,1,4915,59.22,58.52
COSENTYX,ENTHESOPHYTE,1,83,0,4916,,
